name,nproc,mops_total,mops_thread,time_s
sp-mz.A.1,1,,,
sp-mz.A.2,2,,,
sp-mz.A.4,4,,,
sp-mz.A.6,6,,,
sp-mz.A.8,8,,,
sp-mz.A.10,10,,,
sp-mz.A.12,12,,,
sp-mz.A.16,16,,,
