name,nproc,mops_total,mops_thread,time_s
sp-mz.B.1,1,,,
sp-mz.B.2,2,,,
sp-mz.B.4,4,,,
sp-mz.B.6,6,,,
sp-mz.B.8,8,,,
sp-mz.B.10,10,,,
sp-mz.B.12,12,,,
sp-mz.B.16,16,,,
