name,nproc,mops_total,mops_thread,time_s
sp-mz.W.1,1,,,
sp-mz.W.2,2,,,
sp-mz.W.4,4,,,
sp-mz.W.6,6,,,
sp-mz.W.8,8,,,
sp-mz.W.10,10,,,
sp-mz.W.12,12,,,
sp-mz.W.16,16,,,
